{'City': '0', 'TotalValue': '30'}
{'City': '3563', 'TotalValue': '20734'}
{'City': '3564', 'TotalValue': '20734'}
{'City': '3565', 'TotalValue': '20763'}
{'City': '3566', 'TotalValue': '20768'}
{'City': '3567', 'TotalValue': '20790'}
{'City': '3568', 'TotalValue': '20811'}
{'City': '3569', 'TotalValue': '20828'}
{'City': '3570', 'TotalValue': '20832'}
{'City': '3571', 'TotalValue': '20868'}
{'City': '3572', 'TotalValue': '20872'}
{'City': '3573', 'TotalValue': '20879'}
{'City': '3574', 'TotalValue': '20894'}
{'City': '3575', 'TotalValue': '20910'}
{'City': '3576', 'TotalValue': '21646'}
{'City': '3577', 'TotalValue': '21708'}
{'City': '3578', 'TotalValue': '21781'}
{'City': '3579', 'TotalValue': '21784'}
{'City': '3580', 'TotalValue': '21785'}
{'City': '3581', 'TotalValue': '21798'}
{'City': '3582', 'TotalValue': '21804'}
{'City': '3583', 'TotalValue': '21841'}
{'City': '3584', 'TotalValue': '21881'}
{'City': '3585', 'TotalValue': '21881'}
{'City': '3586', 'TotalValue': '21895'}
{'City': '3587', 'TotalValue': '21924'}
{'City': '3588', 'TotalValue': '21965'}
{'City': '3589', 'TotalValue': '22003'}
{'City': '3590', 'TotalValue': '22041'}
{'City': '3591', 'TotalValue': '22075'}
{'City': '3592', 'TotalValue': '22093'}
{'City': '3593', 'TotalValue': '22127'}
{'City': '3594', 'TotalValue': '22197'}
{'City': '3595', 'TotalValue': '22273'}
{'City': '3596', 'TotalValue': '22325'}
{'City': '3597', 'TotalValue': '22340'}
{'City': '3598', 'TotalValue': '22345'}
{'City': '3599', 'TotalValue': '22354'}
{'City': '3600', 'TotalValue': '22373'}
{'City': '3601', 'TotalValue': '22378'}
{'City': '3602', 'TotalValue': '22534'}
{'City': '3603', 'TotalValue': '20920'}
{'City': '3604', 'TotalValue': '20920'}
{'City': '3605', 'TotalValue': '20925'}
{'City': '3606', 'TotalValue': '20936'}
{'City': '3607', 'TotalValue': '20946'}
{'City': '3608', 'TotalValue': '20947'}
{'City': '3609', 'TotalValue': '20962'}
{'City': '3610', 'TotalValue': '20962'}
{'City': '3611', 'TotalValue': '20973'}
{'City': '3612', 'TotalValue': '20996'}
{'City': '3613', 'TotalValue': '20996'}
{'City': '3614', 'TotalValue': '21014'}
{'City': '3615', 'TotalValue': '21017'}
{'City': '3616', 'TotalValue': '21023'}
{'City': '3617', 'TotalValue': '21030'}
{'City': '3618', 'TotalValue': '21036'}
{'City': '3619', 'TotalValue': '21041'}
{'City': '3620', 'TotalValue': '21041'}
{'City': '3621', 'TotalValue': '21060'}
{'City': '3622', 'TotalValue': '21070'}
{'City': '3623', 'TotalValue': '21097'}
{'City': '3624', 'TotalValue': '21097'}
{'City': '3625', 'TotalValue': '21140'}
{'City': '3626', 'TotalValue': '21154'}
{'City': '3627', 'TotalValue': '21180'}
{'City': '3628', 'TotalValue': '21193'}
{'City': '3629', 'TotalValue': '21194'}
{'City': '3630', 'TotalValue': '22535'}
{'City': '3631', 'TotalValue': '22616'}
{'City': '3632', 'TotalValue': '22616'}
{'City': '3633', 'TotalValue': '22616'}
{'City': '3634', 'TotalValue': '22643'}
{'City': '3635', 'TotalValue': '22647'}
{'City': '3636', 'TotalValue': '22653'}
{'City': '3637', 'TotalValue': '22654'}
{'City': '3638', 'TotalValue': '22654'}
{'City': '3639', 'TotalValue': '22697'}
{'City': '3640', 'TotalValue': '22701'}
{'City': '3641', 'TotalValue': '22707'}
{'City': '3642', 'TotalValue': '22802'}
{'City': '3643', 'TotalValue': '22884'}
{'City': '3644', 'TotalValue': '22915'}
{'City': '3645', 'TotalValue': '22920'}
{'City': '3646', 'TotalValue': '22925'}
{'City': '3647', 'TotalValue': '22953'}
{'City': '3648', 'TotalValue': '22956'}
{'City': '3649', 'TotalValue': '22959'}
{'City': '3650', 'TotalValue': '22960'}
{'City': '3651', 'TotalValue': '22963'}
{'City': '3652', 'TotalValue': '22974'}
{'City': '3653', 'TotalValue': '22974'}
{'City': '3654', 'TotalValue': '22974'}
{'City': '3655', 'TotalValue': '23045'}
{'City': '3656', 'TotalValue': '23057'}
{'City': '3657', 'TotalValue': '23059'}
{'City': '3658', 'TotalValue': '23060'}
{'City': '3659', 'TotalValue': '23062'}
{'City': '3660', 'TotalValue': '23063'}
{'City': '3661', 'TotalValue': '23065'}
{'City': '3662', 'TotalValue': '23067'}
{'City': '3663', 'TotalValue': '23159'}
{'City': '3664', 'TotalValue': '23194'}
{'City': '3665', 'TotalValue': '23254'}
{'City': '3666', 'TotalValue': '23255'}
{'City': '3667', 'TotalValue': '23256'}
{'City': '3668', 'TotalValue': '23294'}
{'City': '3669', 'TotalValue': '23311'}
{'City': '3670', 'TotalValue': '23523'}
{'City': '3671', 'TotalValue': '23524'}
{'City': '3672', 'TotalValue': '23555'}
{'City': '3673', 'TotalValue': '23618'}
{'City': '3674', 'TotalValue': '24170'}
{'City': '3675', 'TotalValue': '24170'}
{'City': '3676', 'TotalValue': '24867'}
{'City': '3677', 'TotalValue': '24868'}
{'City': '3678', 'TotalValue': '24869'}
{'City': '3679', 'TotalValue': '24870'}
{'City': '3680', 'TotalValue': '24873'}
{'City': '3681', 'TotalValue': '24876'}
{'City': '3682', 'TotalValue': '24878'}
{'City': '3683', 'TotalValue': '24879'}
{'City': '3684', 'TotalValue': '24884'}
{'City': '3685', 'TotalValue': '21249'}
{'City': '3686', 'TotalValue': '21267'}
{'City': '3687', 'TotalValue': '21275'}
{'City': '3688', 'TotalValue': '21294'}
{'City': '3689', 'TotalValue': '21303'}
{'City': '3690', 'TotalValue': '21325'}
{'City': '3691', 'TotalValue': '21338'}
{'City': '3692', 'TotalValue': '21338'}
{'City': '3693', 'TotalValue': '21348'}
{'City': '3694', 'TotalValue': '21367'}
{'City': '3695', 'TotalValue': '21370'}
{'City': '3696', 'TotalValue': '21383'}
{'City': '3697', 'TotalValue': '21383'}
{'City': '3698', 'TotalValue': '21389'}
{'City': '3699', 'TotalValue': '21441'}
{'City': '3700', 'TotalValue': '21444'}
{'City': '3701', 'TotalValue': '21451'}
{'City': '3702', 'TotalValue': '21470'}
{'City': '3703', 'TotalValue': '21484'}
{'City': '3704', 'TotalValue': '21517'}
{'City': '3705', 'TotalValue': '21517'}
{'City': '3706', 'TotalValue': '21519'}
{'City': '3707', 'TotalValue': '21546'}
{'City': '3708', 'TotalValue': '21591'}
{'City': '3709', 'TotalValue': '21597'}
{'City': '3710', 'TotalValue': '21602'}
{'City': '3711', 'TotalValue': '21613'}
{'City': '3712', 'TotalValue': '24886'}
{'City': '3713', 'TotalValue': '24887'}
{'City': '3714', 'TotalValue': '24888'}
{'City': '3715', 'TotalValue': '24889'}
{'City': '3716', 'TotalValue': '24891'}
{'City': '3717', 'TotalValue': '24894'}
{'City': '3718', 'TotalValue': '24894'}
{'City': '3719', 'TotalValue': '24895'}
{'City': '3720', 'TotalValue': '24896'}
{'City': '3721', 'TotalValue': '24897'}
{'City': '3722', 'TotalValue': '24897'}
{'City': '3723', 'TotalValue': '25305'}
{'City': '3724', 'TotalValue': '25362'}
{'City': '3725', 'TotalValue': '25368'}
{'City': '3726', 'TotalValue': '25430'}
{'City': '3727', 'TotalValue': '25431'}
{'City': '3728', 'TotalValue': '25433'}
{'City': '3729', 'TotalValue': '25436'}
{'City': '3730', 'TotalValue': '25437'}
{'City': '3731', 'TotalValue': '25439'}
{'City': '3732', 'TotalValue': '25440'}
{'City': '3733', 'TotalValue': '25445'}
{'City': '3734', 'TotalValue': '25449'}
{'City': '3735', 'TotalValue': '25450'}
{'City': '3736', 'TotalValue': '25451'}
{'City': '3737', 'TotalValue': '25452'}
{'City': '3738', 'TotalValue': '25453'}
{'City': '3739', 'TotalValue': '25456'}
{'City': '3740', 'TotalValue': '25457'}
{'City': '3741', 'TotalValue': '25459'}
{'City': '3742', 'TotalValue': '25461'}
{'City': '3743', 'TotalValue': '25462'}
{'City': '3744', 'TotalValue': '25464'}
{'City': '3745', 'TotalValue': '25641'}
{'City': '3746', 'TotalValue': '25642'}
{'City': '3747', 'TotalValue': '25770'}
{'City': '3748', 'TotalValue': '25773'}
{'City': '3749', 'TotalValue': '25775'}
{'City': '3750', 'TotalValue': '25776'}
{'City': '3751', 'TotalValue': '25778'}
{'City': '3752', 'TotalValue': '25779'}
{'City': '3753', 'TotalValue': '25843'}
{'City': '3754', 'TotalValue': '25843'}
{'City': '3755', 'TotalValue': '26100'}
{'City': '3756', 'TotalValue': '26101'}
{'City': '3757', 'TotalValue': '26102'}
{'City': '3758', 'TotalValue': '26104'}
{'City': '3759', 'TotalValue': '26303'}
{'City': '3760', 'TotalValue': '26304'}
{'City': '3761', 'TotalValue': '26310'}
{'City': '3762', 'TotalValue': '26554'}
{'City': '3763', 'TotalValue': '26555'}
{'City': '3764', 'TotalValue': '21652'}
{'City': '3765', 'TotalValue': '21675'}
{'City': '3766', 'TotalValue': '21708'}
{'City': '3767', 'TotalValue': '21708'}
{'City': '3768', 'TotalValue': '21782'}
{'City': '3769', 'TotalValue': '21866'}
{'City': '3770', 'TotalValue': '21881'}
{'City': '3771', 'TotalValue': '21898'}
{'City': '3772', 'TotalValue': '22070'}
{'City': '3773', 'TotalValue': '22072'}
{'City': '3774', 'TotalValue': '22089'}
{'City': '3775', 'TotalValue': '22274'}
{'City': '3776', 'TotalValue': '22298'}
{'City': '3777', 'TotalValue': '22345'}
{'City': '3778', 'TotalValue': '22345'}
{'City': '3779', 'TotalValue': '22345'}
{'City': '3780', 'TotalValue': '22351'}
{'City': '3781', 'TotalValue': '22384'}
{'City': '3782', 'TotalValue': '22427'}
{'City': '3783', 'TotalValue': '22436'}
{'City': '3784', 'TotalValue': '22437'}
{'City': '3785', 'TotalValue': '22534'}
{'City': '3786', 'TotalValue': '22654'}
{'City': '3787', 'TotalValue': '22678'}
{'City': '3788', 'TotalValue': '22683'}
{'City': '3789', 'TotalValue': '22684'}
{'City': '3790', 'TotalValue': '22695'}
{'City': '3791', 'TotalValue': '26557'}
{'City': '3792', 'TotalValue': '26558'}
{'City': '3793', 'TotalValue': '26560'}
{'City': '3794', 'TotalValue': '26564'}
{'City': '3795', 'TotalValue': '26567'}
{'City': '3796', 'TotalValue': '26568'}
{'City': '3797', 'TotalValue': '26569'}
{'City': '3798', 'TotalValue': '26573'}
{'City': '3799', 'TotalValue': '26574'}
{'City': '3800', 'TotalValue': '26576'}
{'City': '3801', 'TotalValue': '26583'}
{'City': '3802', 'TotalValue': '26585'}
{'City': '3803', 'TotalValue': '26642'}
{'City': '3804', 'TotalValue': '26644'}
{'City': '3805', 'TotalValue': '26646'}
{'City': '3806', 'TotalValue': '26669'}
{'City': '3807', 'TotalValue': '26671'}
{'City': '3808', 'TotalValue': '26672'}
{'City': '3809', 'TotalValue': '26674'}
{'City': '3810', 'TotalValue': '26676'}
{'City': '3811', 'TotalValue': '26678'}
{'City': '3812', 'TotalValue': '26679'}
{'City': '3813', 'TotalValue': '26680'}
{'City': '3814', 'TotalValue': '26685'}
{'City': '3815', 'TotalValue': '26689'}
{'City': '3816', 'TotalValue': '26694'}
{'City': '3817', 'TotalValue': '22712'}
{'City': '3818', 'TotalValue': '22749'}
{'City': '3819', 'TotalValue': '22900'}
{'City': '3820', 'TotalValue': '22917'}
{'City': '3821', 'TotalValue': '22925'}
{'City': '3822', 'TotalValue': '22932'}
{'City': '3823', 'TotalValue': '22935'}
{'City': '3824', 'TotalValue': '22940'}
{'City': '3825', 'TotalValue': '22950'}
{'City': '3826', 'TotalValue': '22984'}
{'City': '3827', 'TotalValue': '23055'}
{'City': '3828', 'TotalValue': '23056'}
{'City': '3829', 'TotalValue': '23058'}
{'City': '3830', 'TotalValue': '23061'}
{'City': '3831', 'TotalValue': '23064'}
{'City': '3832', 'TotalValue': '23066'}
{'City': '3833', 'TotalValue': '23068'}
{'City': '3834', 'TotalValue': '23213'}
{'City': '3835', 'TotalValue': '23213'}
{'City': '3836', 'TotalValue': '23213'}
{'City': '3837', 'TotalValue': '23216'}
{'City': '3838', 'TotalValue': '23239'}
{'City': '3839', 'TotalValue': '23255'}
{'City': '3840', 'TotalValue': '23256'}
{'City': '3841', 'TotalValue': '23292'}
{'City': '3842', 'TotalValue': '23523'}
{'City': '3843', 'TotalValue': '23524'}
{'City': '3844', 'TotalValue': '26695'}
{'City': '3845', 'TotalValue': '26696'}
{'City': '3846', 'TotalValue': '26697'}
{'City': '3847', 'TotalValue': '26698'}
{'City': '3848', 'TotalValue': '26699'}
{'City': '3849', 'TotalValue': '26702'}
{'City': '3850', 'TotalValue': '26704'}
{'City': '3851', 'TotalValue': '26707'}
{'City': '3852', 'TotalValue': '26708'}
{'City': '3853', 'TotalValue': '26712'}
{'City': '3854', 'TotalValue': '26713'}
{'City': '3855', 'TotalValue': '26714'}
{'City': '3856', 'TotalValue': '26717'}
{'City': '3857', 'TotalValue': '26719'}
{'City': '3858', 'TotalValue': '26720'}
{'City': '3859', 'TotalValue': '26723'}
{'City': '3860', 'TotalValue': '26725'}
{'City': '3861', 'TotalValue': '26726'}
{'City': '3862', 'TotalValue': '26729'}
{'City': '3863', 'TotalValue': '26730'}
{'City': '3864', 'TotalValue': '26731'}
{'City': '3865', 'TotalValue': '26734'}
{'City': '3866', 'TotalValue': '26735'}
{'City': '3867', 'TotalValue': '26736'}
{'City': '3868', 'TotalValue': '26738'}
{'City': '3869', 'TotalValue': '23536'}
{'City': '3870', 'TotalValue': '23539'}
{'City': '3871', 'TotalValue': '23612'}
{'City': '3872', 'TotalValue': '23617'}
{'City': '3873', 'TotalValue': '23664'}
{'City': '3874', 'TotalValue': '24168'}
{'City': '3875', 'TotalValue': '24169'}
{'City': '3876', 'TotalValue': '24871'}
{'City': '3877', 'TotalValue': '24872'}
{'City': '3878', 'TotalValue': '24874'}
{'City': '3879', 'TotalValue': '24875'}
{'City': '3880', 'TotalValue': '24877'}
{'City': '3881', 'TotalValue': '24880'}
{'City': '3882', 'TotalValue': '24881'}
{'City': '3883', 'TotalValue': '24882'}
{'City': '3884', 'TotalValue': '24883'}
{'City': '3885', 'TotalValue': '24885'}
{'City': '3886', 'TotalValue': '24890'}
{'City': '3887', 'TotalValue': '24892'}
{'City': '3888', 'TotalValue': '24893'}
{'City': '3889', 'TotalValue': '24893'}
{'City': '3890', 'TotalValue': '24895'}
{'City': '3891', 'TotalValue': '24896'}
{'City': '3892', 'TotalValue': '25358'}
{'City': '3893', 'TotalValue': '25432'}
{'City': '3894', 'TotalValue': '25434'}
{'City': '3895', 'TotalValue': '25435'}
{'City': '3896', 'TotalValue': '26741'}
{'City': '3897', 'TotalValue': '26742'}
{'City': '3898', 'TotalValue': '26743'}
{'City': '3899', 'TotalValue': '26744'}
{'City': '3900', 'TotalValue': '26745'}
{'City': '3901', 'TotalValue': '26746'}
{'City': '3902', 'TotalValue': '26747'}
{'City': '3903', 'TotalValue': '26750'}
{'City': '3904', 'TotalValue': '26751'}
{'City': '3905', 'TotalValue': '26752'}
{'City': '3906', 'TotalValue': '26757'}
{'City': '3907', 'TotalValue': '26762'}
{'City': '3908', 'TotalValue': '26764'}
{'City': '3909', 'TotalValue': '26766'}
{'City': '3910', 'TotalValue': '26769'}
{'City': '3911', 'TotalValue': '26770'}
{'City': '3912', 'TotalValue': '26771'}
{'City': '3913', 'TotalValue': '26772'}
{'City': '3914', 'TotalValue': '26775'}
{'City': '3915', 'TotalValue': '26777'}
{'City': '3916', 'TotalValue': '26779'}
{'City': '3917', 'TotalValue': '26780'}
{'City': '3918', 'TotalValue': '26782'}
{'City': '3919', 'TotalValue': '26783'}
{'City': '3920', 'TotalValue': '26787'}
{'City': '3921', 'TotalValue': '25438'}
{'City': '3922', 'TotalValue': '25441'}
{'City': '3923', 'TotalValue': '25442'}
{'City': '3924', 'TotalValue': '25443'}
{'City': '3925', 'TotalValue': '25444'}
{'City': '3926', 'TotalValue': '25446'}
{'City': '3927', 'TotalValue': '25447'}
{'City': '3928', 'TotalValue': '25448'}
{'City': '3929', 'TotalValue': '25454'}
{'City': '3930', 'TotalValue': '25455'}
{'City': '3931', 'TotalValue': '25458'}
{'City': '3932', 'TotalValue': '25460'}
{'City': '3933', 'TotalValue': '25463'}
{'City': '3934', 'TotalValue': '25640'}
{'City': '3935', 'TotalValue': '25643'}
{'City': '3936', 'TotalValue': '25644'}
{'City': '3937', 'TotalValue': '25645'}
{'City': '3938', 'TotalValue': '25646'}
{'City': '3939', 'TotalValue': '25647'}
{'City': '3940', 'TotalValue': '25648'}
{'City': '3941', 'TotalValue': '25649'}
{'City': '3942', 'TotalValue': '25650'}
{'City': '3943', 'TotalValue': '25768'}
{'City': '3944', 'TotalValue': '25769'}
{'City': '3945', 'TotalValue': '25771'}
{'City': '3946', 'TotalValue': '25772'}
{'City': '3947', 'TotalValue': '25774'}
{'City': '3948', 'TotalValue': '25777'}
{'City': '3949', 'TotalValue': '26099'}
{'City': '3950', 'TotalValue': '26103'}
{'City': '3951', 'TotalValue': '26105'}
{'City': '3952', 'TotalValue': '26305'}
{'City': '3953', 'TotalValue': '26306'}
{'City': '3954', 'TotalValue': '26307'}
{'City': '3955', 'TotalValue': '26308'}
{'City': '3956', 'TotalValue': '26309'}
{'City': '3957', 'TotalValue': '26311'}
{'City': '3958', 'TotalValue': '26312'}
{'City': '3959', 'TotalValue': '26313'}
{'City': '3960', 'TotalValue': '26314'}
{'City': '3961', 'TotalValue': '26550'}
{'City': '3962', 'TotalValue': '26551'}
{'City': '3963', 'TotalValue': '26552'}
{'City': '3964', 'TotalValue': '26553'}
{'City': '3965', 'TotalValue': '26556'}
{'City': '3966', 'TotalValue': '26559'}
{'City': '3967', 'TotalValue': '26561'}
{'City': '3968', 'TotalValue': '26562'}
{'City': '3969', 'TotalValue': '26562'}
{'City': '3970', 'TotalValue': '26563'}
{'City': '3971', 'TotalValue': '26565'}
{'City': '3972', 'TotalValue': '26809'}
{'City': '3973', 'TotalValue': '26810'}
{'City': '3974', 'TotalValue': '26811'}
{'City': '3975', 'TotalValue': '26812'}
{'City': '3976', 'TotalValue': '26813'}
{'City': '3977', 'TotalValue': '26816'}
{'City': '3978', 'TotalValue': '26818'}
{'City': '3979', 'TotalValue': '26820'}
{'City': '3980', 'TotalValue': '26821'}
{'City': '3981', 'TotalValue': '26823'}
{'City': '3982', 'TotalValue': '26825'}
{'City': '3983', 'TotalValue': '26847'}
{'City': '3984', 'TotalValue': '26850'}
{'City': '3985', 'TotalValue': '26851'}
{'City': '3986', 'TotalValue': '26852'}
{'City': '3987', 'TotalValue': '26853'}
{'City': '3988', 'TotalValue': '26854'}
{'City': '3989', 'TotalValue': '26856'}
{'City': '3990', 'TotalValue': '26857'}
{'City': '3991', 'TotalValue': '26858'}
{'City': '3992', 'TotalValue': '26860'}
{'City': '3993', 'TotalValue': '26861'}
{'City': '3994', 'TotalValue': '26863'}
{'City': '3995', 'TotalValue': '26865'}
{'City': '3996', 'TotalValue': '26867'}
{'City': '3997', 'TotalValue': '26566'}
{'City': '3998', 'TotalValue': '26570'}
{'City': '3999', 'TotalValue': '26571'}
{'City': '4000', 'TotalValue': '26572'}
{'City': '4001', 'TotalValue': '26575'}
{'City': '4002', 'TotalValue': '26577'}
{'City': '4003', 'TotalValue': '26578'}
{'City': '4004', 'TotalValue': '26579'}
{'City': '4005', 'TotalValue': '26580'}
{'City': '4006', 'TotalValue': '26581'}
{'City': '4007', 'TotalValue': '26582'}
{'City': '4008', 'TotalValue': '26584'}
{'City': '4009', 'TotalValue': '26586'}
{'City': '4010', 'TotalValue': '26643'}
{'City': '4011', 'TotalValue': '26645'}
{'City': '4012', 'TotalValue': '26667'}
{'City': '4013', 'TotalValue': '26668'}
{'City': '4014', 'TotalValue': '26670'}
{'City': '4015', 'TotalValue': '26673'}
{'City': '4016', 'TotalValue': '26675'}
{'City': '4017', 'TotalValue': '26677'}
{'City': '4018', 'TotalValue': '26681'}
{'City': '4019', 'TotalValue': '26682'}
{'City': '4020', 'TotalValue': '26683'}
{'City': '4021', 'TotalValue': '26684'}
{'City': '4022', 'TotalValue': '26686'}
{'City': '4023', 'TotalValue': '26868'}
{'City': '4024', 'TotalValue': '26869'}
{'City': '4025', 'TotalValue': '26870'}
{'City': '4026', 'TotalValue': '26872'}
{'City': '4027', 'TotalValue': '26873'}
{'City': '4028', 'TotalValue': '26876'}
{'City': '4029', 'TotalValue': '26878'}
{'City': '4030', 'TotalValue': '26879'}
{'City': '4031', 'TotalValue': '26881'}
{'City': '4032', 'TotalValue': '26883'}
{'City': '4033', 'TotalValue': '26884'}
{'City': '4034', 'TotalValue': '26885'}
{'City': '4035', 'TotalValue': '26886'}
{'City': '4036', 'TotalValue': '26887'}
{'City': '4037', 'TotalValue': '26888'}
{'City': '4038', 'TotalValue': '26890'}
{'City': '4039', 'TotalValue': '26892'}
{'City': '4040', 'TotalValue': '26893'}
{'City': '4041', 'TotalValue': '26895'}
{'City': '4042', 'TotalValue': '26897'}
{'City': '4043', 'TotalValue': '26899'}
{'City': '4044', 'TotalValue': '26903'}
{'City': '4045', 'TotalValue': '26904'}
{'City': '4046', 'TotalValue': '26907'}
{'City': '4047', 'TotalValue': '26908'}
{'City': '4048', 'TotalValue': '26910'}
{'City': '4049', 'TotalValue': '26687'}
{'City': '4050', 'TotalValue': '26688'}
{'City': '4051', 'TotalValue': '26690'}
{'City': '4052', 'TotalValue': '26691'}
{'City': '4053', 'TotalValue': '26692'}
{'City': '4054', 'TotalValue': '26693'}
{'City': '4055', 'TotalValue': '26700'}
{'City': '4056', 'TotalValue': '26701'}
{'City': '4057', 'TotalValue': '26706'}
{'City': '4058', 'TotalValue': '26709'}
{'City': '4059', 'TotalValue': '26710'}
{'City': '4060', 'TotalValue': '26711'}
{'City': '4061', 'TotalValue': '26715'}
{'City': '4062', 'TotalValue': '26716'}
{'City': '4063', 'TotalValue': '26718'}
{'City': '4064', 'TotalValue': '26721'}
{'City': '4065', 'TotalValue': '26722'}
{'City': '4066', 'TotalValue': '26724'}
{'City': '4067', 'TotalValue': '26727'}
{'City': '4068', 'TotalValue': '26728'}
{'City': '4069', 'TotalValue': '26732'}
{'City': '4070', 'TotalValue': '26733'}
{'City': '4071', 'TotalValue': '26737'}
{'City': '4072', 'TotalValue': '26739'}
{'City': '4073', 'TotalValue': '26740'}
{'City': '4074', 'TotalValue': '26913'}
{'City': '4075', 'TotalValue': '26916'}
{'City': '4076', 'TotalValue': '26919'}
{'City': '4077', 'TotalValue': '26920'}
{'City': '4078', 'TotalValue': '26921'}
{'City': '4079', 'TotalValue': '26922'}
{'City': '4080', 'TotalValue': '26923'}
{'City': '4081', 'TotalValue': '26924'}
{'City': '4082', 'TotalValue': '26926'}
{'City': '4083', 'TotalValue': '26928'}
{'City': '4084', 'TotalValue': '26929'}
{'City': '4085', 'TotalValue': '26930'}
{'City': '4086', 'TotalValue': '26931'}
{'City': '4087', 'TotalValue': '26932'}
{'City': '4088', 'TotalValue': '26933'}
{'City': '4089', 'TotalValue': '26940'}
{'City': '4090', 'TotalValue': '26941'}
{'City': '4091', 'TotalValue': '26944'}
{'City': '4092', 'TotalValue': '26945'}
{'City': '4093', 'TotalValue': '26947'}
{'City': '4094', 'TotalValue': '26950'}
{'City': '4095', 'TotalValue': '26953'}
{'City': '4096', 'TotalValue': '26954'}
{'City': '4097', 'TotalValue': '26955'}
{'City': '4098', 'TotalValue': '26957'}
{'City': '4099', 'TotalValue': '26958'}
{'City': '4100', 'TotalValue': '26748'}
{'City': '4101', 'TotalValue': '26749'}
{'City': '4102', 'TotalValue': '26753'}
{'City': '4103', 'TotalValue': '26754'}
{'City': '4104', 'TotalValue': '26755'}
{'City': '4105', 'TotalValue': '26756'}
{'City': '4106', 'TotalValue': '26758'}
{'City': '4107', 'TotalValue': '26759'}
{'City': '4108', 'TotalValue': '26760'}
{'City': '4109', 'TotalValue': '26761'}
{'City': '4110', 'TotalValue': '26763'}
{'City': '4111', 'TotalValue': '26765'}
{'City': '4112', 'TotalValue': '26767'}
{'City': '4113', 'TotalValue': '26768'}
{'City': '4114', 'TotalValue': '26773'}
{'City': '4115', 'TotalValue': '26774'}
{'City': '4116', 'TotalValue': '26776'}
{'City': '4117', 'TotalValue': '26778'}
{'City': '4118', 'TotalValue': '26781'}
{'City': '4119', 'TotalValue': '26784'}
{'City': '4120', 'TotalValue': '26785'}
{'City': '4121', 'TotalValue': '26786'}
{'City': '4122', 'TotalValue': '26788'}
{'City': '4123', 'TotalValue': '26789'}
{'City': '4124', 'TotalValue': '26790'}
{'City': '4125', 'TotalValue': '26961'}
{'City': '4126', 'TotalValue': '26962'}
{'City': '4127', 'TotalValue': '26963'}
{'City': '4128', 'TotalValue': '26964'}
{'City': '4129', 'TotalValue': '26967'}
{'City': '4130', 'TotalValue': '26968'}
{'City': '4131', 'TotalValue': '26972'}
{'City': '4132', 'TotalValue': '26974'}
{'City': '4133', 'TotalValue': '26976'}
{'City': '4134', 'TotalValue': '26977'}
{'City': '4135', 'TotalValue': '26978'}
{'City': '4136', 'TotalValue': '26981'}
{'City': '4137', 'TotalValue': '26983'}
{'City': '4138', 'TotalValue': '26984'}
{'City': '4139', 'TotalValue': '26987'}
{'City': '4140', 'TotalValue': '26988'}
{'City': '4141', 'TotalValue': '26990'}
{'City': '4142', 'TotalValue': '26991'}
{'City': '4143', 'TotalValue': '26992'}
{'City': '4144', 'TotalValue': '26999'}
{'City': '4145', 'TotalValue': '27000'}
{'City': '4146', 'TotalValue': '27002'}
{'City': '4147', 'TotalValue': '27005'}
{'City': '4148', 'TotalValue': '27006'}
{'City': '4149', 'TotalValue': '27008'}
{'City': '4150', 'TotalValue': '27010'}
{'City': '4151', 'TotalValue': '26808'}
{'City': '4152', 'TotalValue': '26814'}
{'City': '4153', 'TotalValue': '26815'}
{'City': '4154', 'TotalValue': '26817'}
{'City': '4155', 'TotalValue': '26819'}
{'City': '4156', 'TotalValue': '26822'}
{'City': '4157', 'TotalValue': '26824'}
{'City': '4158', 'TotalValue': '26826'}
{'City': '4159', 'TotalValue': '26848'}
{'City': '4160', 'TotalValue': '26849'}
{'City': '4161', 'TotalValue': '26855'}
{'City': '4162', 'TotalValue': '26859'}
{'City': '4163', 'TotalValue': '26862'}
{'City': '4164', 'TotalValue': '26864'}
{'City': '4165', 'TotalValue': '26866'}
{'City': '4166', 'TotalValue': '26871'}
{'City': '4167', 'TotalValue': '26874'}
{'City': '4168', 'TotalValue': '26875'}
{'City': '4169', 'TotalValue': '26877'}
{'City': '4170', 'TotalValue': '26880'}
{'City': '4171', 'TotalValue': '26882'}
{'City': '4172', 'TotalValue': '26889'}
{'City': '4173', 'TotalValue': '26891'}
{'City': '4174', 'TotalValue': '26894'}
{'City': '4175', 'TotalValue': '26896'}
{'City': '4176', 'TotalValue': '27011'}
{'City': '4177', 'TotalValue': '27012'}
{'City': '4178', 'TotalValue': '27013'}
{'City': '4179', 'TotalValue': '27014'}
{'City': '4180', 'TotalValue': '27019'}
{'City': '4181', 'TotalValue': '27020'}
{'City': '4182', 'TotalValue': '27021'}
{'City': '4183', 'TotalValue': '27022'}
{'City': '4184', 'TotalValue': '27024'}
{'City': '4185', 'TotalValue': '27028'}
{'City': '4186', 'TotalValue': '27029'}
{'City': '4187', 'TotalValue': '27030'}
{'City': '4188', 'TotalValue': '27038'}
{'City': '4189', 'TotalValue': '27039'}
{'City': '4190', 'TotalValue': '27041'}
{'City': '4191', 'TotalValue': '27045'}
{'City': '4192', 'TotalValue': '27046'}
{'City': '4193', 'TotalValue': '27047'}
{'City': '4194', 'TotalValue': '27048'}
{'City': '4195', 'TotalValue': '27050'}
{'City': '4196', 'TotalValue': '27058'}
{'City': '4197', 'TotalValue': '27059'}
